"ride_id","full_date","day_name","day_of_week","week_of_year","is_weekend","ride_city","region","country","driver_id","driver_name","driver_age","driver_city","experience_years","driver_avg_rating","active_status","promo_code","is_promotional","discount_percent","distance_km","duration_min","fare_usd","ride_rating","fare_per_km","fare_per_min"
506,"2024-11-22","Friday",5,47,False,"New York","Northeast","US",137,"Steven Alexander",47,"Los Angeles",20,"4.10","Active","WELCOME5",True,"0.0500","1.30",3,"2.42","4.00","1.8615","0.8067"
507,"2024-11-25","Monday",1,48,False,"Los Angeles","West","US",188,"Molly Bell",47,"Los Angeles",17,"4.60","Active","DISCOUNT10",True,"0.1000","48.80",111,"103.88","5.00","2.1287","0.9359"
508,"2024-11-22","Friday",5,47,False,"Los Angeles","West","US",149,"Catherine Washington",54,"Los Angeles",10,"4.10","Active","SAVE20",True,"0.2000","4.30",7,"9.63","4.90","2.2395","1.3757"
509,"2024-11-01","Friday",5,44,False,"Los Angeles","West","US",155,"Gregory Pruitt",34,"Los Angeles",3,"4.00","Active","SAVE20",True,"0.2000","46.90",110,"40.35","4.70","0.8603","0.3668"
510,"2024-11-05","Tuesday",2,45,False,"New York","Northeast","US",131,"Lance Fox",58,"Miami",14,"4.90","Active","NO_PROMO",False,"0.0000","27.40",52,"22.16","4.40","0.8088","0.4262"
511,"2024-11-17","Sunday",7,46,True,"Chicago","Midwest","US",137,"Steven Alexander",47,"Los Angeles",20,"4.10","Active","NO_PROMO",False,"0.0000","11.50",19,"22.12","3.90","1.9235","1.1642"
512,"2024-11-09","Saturday",6,45,True,"Chicago","Midwest","US",168,"Andrew Dunn",25,"Los Angeles",19,"4.80","Active","SAVE20",True,"0.2000","45.90",81,"86.63","4.20","1.8874","1.0695"
513,"2024-11-14","Thursday",4,46,False,"Miami","South","US",142,"Samuel Warren",58,"Chicago",20,"4.90","Active","NO_PROMO",False,"0.0000","42.80",99,"81.21","4.20","1.8974","0.8203"
514,"2024-11-11","Monday",1,46,False,"Chicago","Midwest","US",189,"Christopher Garcia",59,"San Francisco",19,"4.90","Inactive","SAVE20",True,"0.2000","32.30",62,"89.85","5.00","2.7817","1.4492"
515,"2024-11-29","Friday",5,48,False,"San Francisco","West","US",175,"Erica Roberts",49,"Miami",20,"5.00","Inactive","WELCOME5",True,"0.0500","45.30",88,"42.47","4.50","0.9375","0.4826"
516,"2024-11-10","Sunday",7,45,True,"Miami","South","US",184,"Nathaniel Smith",34,"Miami",2,"4.40","Inactive","SAVE20",True,"0.2000","27.00",57,"24.79","4.00","0.9181","0.4349"
517,"2024-11-26","Tuesday",2,48,False,"New York","Northeast","US",128,"Chad Johnson",29,"Chicago",7,"4.40","Active","NO_PROMO",False,"0.0000","36.00",63,"61.21","4.70","1.7003","0.9716"
518,"2024-11-11","Monday",1,46,False,"San Francisco","West","US",104,"Tiffany Wright",58,"San Francisco",19,"4.40","Inactive","DISCOUNT10",True,"0.1000","21.30",35,"33.04","4.30","1.5512","0.9440"
519,"2024-11-21","Thursday",4,47,False,"Miami","South","US",174,"Eric Gonzalez",44,"New York",12,"5.00","Active","DISCOUNT10",True,"0.1000","39.50",67,"55.98","3.80","1.4172","0.8355"
520,"2024-11-30","Saturday",6,48,True,"Los Angeles","West","US",135,"Michael Jackson",56,"Los Angeles",19,"4.80","Inactive","NO_PROMO",False,"0.0000","17.80",34,"31.55","3.90","1.7725","0.9279"
521,"2024-11-01","Friday",5,44,False,"Chicago","Midwest","US",128,"Chad Johnson",29,"Chicago",7,"4.40","Active","NO_PROMO",False,"0.0000","13.50",28,"12.55","4.20","0.9296","0.4482"
522,"2024-11-11","Monday",1,46,False,"San Francisco","West","US",116,"Mark Hernandez",38,"Miami",18,"4.90","Inactive","SAVE20",True,"0.2000","14.40",24,"33.30","4.10","2.3125","1.3875"
523,"2024-11-14","Thursday",4,46,False,"Chicago","Midwest","US",182,"Edward Gonzalez",58,"Miami",19,"5.00","Active","NO_PROMO",False,"0.0000","32.60",53,"29.75","3.70","0.9126","0.5613"
524,"2024-11-05","Tuesday",2,45,False,"New York","Northeast","US",198,"Taylor Stephenson",58,"Chicago",3,"4.80","Inactive","NO_PROMO",False,"0.0000","27.50",47,"21.07","4.80","0.7662","0.4483"
525,"2024-11-29","Friday",5,48,False,"Chicago","Midwest","US",173,"Sharon Thomas",43,"Miami",8,"4.90","Inactive","DISCOUNT10",True,"0.1000","37.00",59,"20.72","4.40","0.5600","0.3512"
526,"2024-11-23","Saturday",6,47,True,"Chicago","Midwest","US",131,"Lance Fox",58,"Miami",14,"4.90","Active","NO_PROMO",False,"0.0000","37.40",56,"68.90","4.40","1.8422","1.2304"
527,"2024-11-26","Tuesday",2,48,False,"Los Angeles","West","US",185,"Diane Harmon",34,"Los Angeles",4,"4.80","Active","DISCOUNT10",True,"0.1000","31.50",74,"82.35","3.80","2.6143","1.1128"
528,"2024-11-08","Friday",5,45,False,"Los Angeles","West","US",144,"Valerie Henry MD",47,"San Francisco",12,"4.80","Inactive","NO_PROMO",False,"0.0000","21.40",42,"34.14","4.40","1.5953","0.8129"
529,"2024-11-28","Thursday",4,48,False,"Los Angeles","West","US",115,"Patrick Hall",37,"Chicago",4,"4.40","Active","DISCOUNT10",True,"0.1000","32.00",60,"18.23","4.80","0.5697","0.3038"
530,"2024-11-14","Thursday",4,46,False,"Los Angeles","West","US",116,"Mark Hernandez",38,"Miami",18,"4.90","Inactive","WELCOME5",True,"0.0500","46.00",88,"28.07","4.20","0.6102","0.3190"
531,"2024-11-26","Tuesday",2,48,False,"Miami","South","US",105,"Jeffrey King",49,"Los Angeles",4,"4.40","Inactive","DISCOUNT10",True,"0.1000","14.20",26,"33.51","4.30","2.3599","1.2888"
532,"2024-11-30","Saturday",6,48,True,"Chicago","Midwest","US",123,"David Newton",57,"New York",6,"5.00","Active","WELCOME5",True,"0.0500","48.90",103,"34.88","3.90","0.7133","0.3386"
533,"2024-11-30","Saturday",6,48,True,"San Francisco","West","US",151,"Kristen Smith",55,"Chicago",14,"4.70","Inactive","SAVE20",True,"0.2000","15.70",28,"11.16","4.40","0.7108","0.3986"
534,"2024-11-16","Saturday",6,46,True,"Miami","South","US",179,"Johnathan Shah",52,"New York",14,"4.80","Inactive","NO_PROMO",False,"0.0000","30.90",58,"81.65","3.90","2.6424","1.4078"
535,"2024-11-11","Monday",1,46,False,"Los Angeles","West","US",169,"Jacqueline Porter",56,"Miami",9,"4.50","Active","WELCOME5",True,"0.0500","41.90",94,"76.26","3.50","1.8200","0.8113"
536,"2024-11-12","Tuesday",2,46,False,"Los Angeles","West","US",133,"Adrienne Thompson",40,"Miami",7,"4.20","Inactive","NO_PROMO",False,"0.0000","25.40",38,"42.05","4.10","1.6555","1.1066"
537,"2024-11-16","Saturday",6,46,True,"New York","Northeast","US",134,"Ashley Foster",59,"Los Angeles",12,"4.30","Inactive","WELCOME5",True,"0.0500","40.20",81,"55.61","3.70","1.3833","0.6865"
538,"2024-11-16","Saturday",6,46,True,"Chicago","Midwest","US",200,"Amy Guzman",36,"New York",20,"4.30","Active","NO_PROMO",False,"0.0000","11.20",23,"13.20","4.20","1.1786","0.5739"
539,"2024-11-27","Wednesday",3,48,False,"Los Angeles","West","US",148,"Isaiah Evans",60,"Chicago",3,"4.90","Inactive","WELCOME5",True,"0.0500","28.50",43,"52.95","3.50","1.8579","1.2314"
540,"2024-11-23","Saturday",6,47,True,"Miami","South","US",125,"Gabriel Jackson",55,"New York",5,"4.80","Inactive","SAVE20",True,"0.2000","13.80",30,"18.81","4.90","1.3630","0.6270"
541,"2024-11-28","Thursday",4,48,False,"Miami","South","US",196,"Stephen Ryan",54,"Miami",9,"4.80","Inactive","SAVE20",True,"0.2000","33.60",73,"57.94","4.30","1.7244","0.7937"
542,"2024-11-06","Wednesday",3,45,False,"New York","Northeast","US",142,"Samuel Warren",58,"Chicago",20,"4.90","Active","SAVE20",True,"0.2000","24.40",48,"20.79","5.00","0.8520","0.4331"
543,"2024-11-05","Tuesday",2,45,False,"Chicago","Midwest","US",161,"Thomas Watson",54,"Los Angeles",9,"4.40","Active","WELCOME5",True,"0.0500","20.60",37,"15.72","3.80","0.7631","0.4249"
544,"2024-11-05","Tuesday",2,45,False,"Miami","South","US",113,"Brian Edwards II",35,"Los Angeles",15,"4.40","Inactive","DISCOUNT10",True,"0.1000","21.60",34,"36.83","4.90","1.7051","1.0832"
545,"2024-11-25","Monday",1,48,False,"New York","Northeast","US",197,"Michael Shields",49,"Los Angeles",4,"4.40","Active","WELCOME5",True,"0.0500","22.40",36,"63.32","4.80","2.8268","1.7589"
546,"2024-11-05","Tuesday",2,45,False,"New York","Northeast","US",140,"David Walker",59,"Chicago",2,"4.60","Inactive","DISCOUNT10",True,"0.1000","38.40",73,"78.20","3.70","2.0365","1.0712"
547,"2024-11-02","Saturday",6,44,True,"Los Angeles","West","US",197,"Michael Shields",49,"Los Angeles",4,"4.40","Active","DISCOUNT10",True,"0.1000","4.60",11,"9.22","4.70","2.0043","0.8382"
548,"2024-11-03","Sunday",7,44,True,"Chicago","Midwest","US",153,"Omar Dunn",40,"San Francisco",2,"4.60","Active","WELCOME5",True,"0.0500","9.10",14,"14.92","3.90","1.6396","1.0657"
549,"2024-11-16","Saturday",6,46,True,"Miami","South","US",189,"Christopher Garcia",59,"San Francisco",19,"4.90","Inactive","SAVE20",True,"0.2000","3.10",6,"9.07","4.90","2.9258","1.5117"
550,"2024-11-11","Monday",1,46,False,"Chicago","Midwest","US",152,"Sharon Jones",36,"San Francisco",9,"4.20","Active","WELCOME5",True,"0.0500","4.40",10,"4.78","4.10","1.0864","0.4780"
551,"2024-11-06","Wednesday",3,45,False,"New York","Northeast","US",181,"Deanna Clarke",28,"San Francisco",18,"4.90","Inactive","WELCOME5",True,"0.0500","27.80",44,"51.78","4.90","1.8626","1.1768"
552,"2024-11-07","Thursday",4,45,False,"San Francisco","West","US",145,"Adam Noble",52,"San Francisco",11,"4.80","Active","WELCOME5",True,"0.0500","17.10",29,"31.30","4.60","1.8304","1.0793"
553,"2024-11-27","Wednesday",3,48,False,"Miami","South","US",197,"Michael Shields",49,"Los Angeles",4,"4.40","Active","WELCOME5",True,"0.0500","13.10",31,"7.82","4.90","0.5969","0.2523"
554,"2024-11-15","Friday",5,46,False,"New York","Northeast","US",154,"Heather Meyer",58,"San Francisco",11,"4.00","Active","DISCOUNT10",True,"0.1000","34.10",74,"90.18","4.80","2.6446","1.2186"
555,"2024-11-22","Friday",5,47,False,"Chicago","Midwest","US",118,"Jimmy Davis",51,"Miami",2,"4.70","Active","DISCOUNT10",True,"0.1000","36.10",58,"87.73","3.80","2.4302","1.5126"
556,"2024-11-15","Friday",5,46,False,"San Francisco","West","US",149,"Catherine Washington",54,"Los Angeles",10,"4.10","Active","WELCOME5",True,"0.0500","23.40",58,"27.87","4.20","1.1910","0.4805"
557,"2024-11-22","Friday",5,47,False,"Chicago","Midwest","US",113,"Brian Edwards II",35,"Los Angeles",15,"4.40","Inactive","NO_PROMO",False,"0.0000","31.30",75,"43.22","3.90","1.3808","0.5763"
558,"2024-11-19","Tuesday",2,47,False,"Miami","South","US",185,"Diane Harmon",34,"Los Angeles",4,"4.80","Active","SAVE20",True,"0.2000","34.90",60,"62.32","4.40","1.7857","1.0387"
559,"2024-11-14","Thursday",4,46,False,"San Francisco","West","US",111,"Barbara Bryant",52,"Chicago",2,"4.80","Inactive","DISCOUNT10",True,"0.1000","5.50",13,"10.15","4.20","1.8455","0.7808"
560,"2024-11-03","Sunday",7,44,True,"New York","Northeast","US",172,"William Richards",36,"Miami",1,"4.80","Inactive","SAVE20",True,"0.2000","9.20",15,"14.98","4.50","1.6283","0.9987"
561,"2024-11-03","Sunday",7,44,True,"Miami","South","US",117,"Lisa Brown",36,"San Francisco",20,"4.80","Active","NO_PROMO",False,"0.0000","22.80",36,"35.29","4.30","1.5478","0.9803"
562,"2024-11-11","Monday",1,46,False,"Los Angeles","West","US",200,"Amy Guzman",36,"New York",20,"4.30","Active","WELCOME5",True,"0.0500","23.20",35,"32.83","4.50","1.4151","0.9380"
563,"2024-11-14","Thursday",4,46,False,"Miami","South","US",144,"Valerie Henry MD",47,"San Francisco",12,"4.80","Inactive","WELCOME5",True,"0.0500","45.90",103,"88.96","4.20","1.9381","0.8637"
564,"2024-11-04","Monday",1,45,False,"Chicago","Midwest","US",169,"Jacqueline Porter",56,"Miami",9,"4.50","Active","DISCOUNT10",True,"0.1000","24.70",52,"48.71","4.70","1.9721","0.9367"
565,"2024-11-28","Thursday",4,48,False,"San Francisco","West","US",150,"Jordan Lee",60,"New York",13,"4.50","Inactive","DISCOUNT10",True,"0.1000","8.30",15,"17.34","4.70","2.0892","1.1560"
566,"2024-11-29","Friday",5,48,False,"Miami","South","US",136,"Erik Simpson",29,"Chicago",16,"4.00","Inactive","DISCOUNT10",True,"0.1000","22.60",46,"47.62","4.70","2.1071","1.0352"
567,"2024-11-30","Saturday",6,48,True,"Los Angeles","West","US",122,"Randall Cook",32,"Chicago",15,"5.00","Inactive","NO_PROMO",False,"0.0000","13.60",33,"39.93","4.90","2.9360","1.2100"
568,"2024-11-21","Thursday",4,47,False,"San Francisco","West","US",187,"Catherine Levine",43,"Miami",1,"4.30","Inactive","WELCOME5",True,"0.0500","38.10",83,"22.53","3.80","0.5913","0.2714"
569,"2024-11-06","Wednesday",3,45,False,"New York","Northeast","US",107,"James Jones",41,"Los Angeles",5,"5.00","Inactive","DISCOUNT10",True,"0.1000","4.60",10,"4.93","4.20","1.0717","0.4930"
570,"2024-11-17","Sunday",7,46,True,"New York","Northeast","US",165,"Leonard Willis",29,"Los Angeles",3,"4.40","Active","SAVE20",True,"0.2000","16.70",25,"25.79","5.00","1.5443","1.0316"
571,"2024-11-15","Friday",5,46,False,"Los Angeles","West","US",151,"Kristen Smith",55,"Chicago",14,"4.70","Inactive","SAVE20",True,"0.2000","31.10",69,"89.54","3.60","2.8791","1.2977"
572,"2024-11-04","Monday",1,45,False,"Los Angeles","West","US",108,"Ronald Holden",35,"Los Angeles",7,"4.90","Active","NO_PROMO",False,"0.0000","20.90",34,"43.72","4.30","2.0919","1.2859"
573,"2024-11-22","Friday",5,47,False,"Miami","South","US",169,"Jacqueline Porter",56,"Miami",9,"4.50","Active","SAVE20",True,"0.2000","16.90",33,"39.98","4.90","2.3657","1.2115"
574,"2024-11-17","Sunday",7,46,True,"Miami","South","US",194,"Jill Patterson",53,"San Francisco",18,"4.80","Inactive","NO_PROMO",False,"0.0000","27.90",57,"53.76","4.20","1.9269","0.9432"
575,"2024-11-26","Tuesday",2,48,False,"Los Angeles","West","US",198,"Taylor Stephenson",58,"Chicago",3,"4.80","Inactive","WELCOME5",True,"0.0500","47.20",114,"98.14","4.80","2.0792","0.8609"
576,"2024-11-21","Thursday",4,47,False,"San Francisco","West","US",110,"Brittany Cruz",59,"New York",17,"4.90","Inactive","DISCOUNT10",True,"0.1000","16.00",33,"9.70","4.30","0.6063","0.2939"
577,"2024-11-10","Sunday",7,45,True,"Los Angeles","West","US",119,"April Rodriguez",44,"Chicago",4,"5.00","Active","DISCOUNT10",True,"0.1000","30.50",68,"67.42","4.40","2.2105","0.9915"
578,"2024-11-20","Wednesday",3,47,False,"New York","Northeast","US",113,"Brian Edwards II",35,"Los Angeles",15,"4.40","Inactive","WELCOME5",True,"0.0500","4.10",8,"10.05","4.70","2.4512","1.2563"
579,"2024-11-03","Sunday",7,44,True,"Chicago","Midwest","US",174,"Eric Gonzalez",44,"New York",12,"5.00","Active","NO_PROMO",False,"0.0000","44.10",88,"75.58","4.50","1.7138","0.8589"
580,"2024-11-21","Thursday",4,47,False,"San Francisco","West","US",191,"Angel Sharp",59,"Miami",11,"4.20","Inactive","SAVE20",True,"0.2000","2.80",6,"5.47","4.90","1.9536","0.9117"
581,"2024-11-17","Sunday",7,46,True,"Chicago","Midwest","US",163,"Laura Romero",32,"Chicago",19,"4.00","Active","WELCOME5",True,"0.0500","34.50",59,"35.81","4.00","1.0380","0.6069"
582,"2024-11-13","Wednesday",3,46,False,"Los Angeles","West","US",138,"Christine Adkins",60,"New York",16,"4.80","Active","DISCOUNT10",True,"0.1000","7.20",13,"4.13","3.80","0.5736","0.3177"
583,"2024-11-23","Saturday",6,47,True,"Chicago","Midwest","US",174,"Eric Gonzalez",44,"New York",12,"5.00","Active","WELCOME5",True,"0.0500","17.50",42,"27.82","4.50","1.5897","0.6624"
584,"2024-11-04","Monday",1,45,False,"San Francisco","West","US",150,"Jordan Lee",60,"New York",13,"4.50","Inactive","NO_PROMO",False,"0.0000","21.70",36,"34.02","4.40","1.5677","0.9450"
585,"2024-11-25","Monday",1,48,False,"Los Angeles","West","US",122,"Randall Cook",32,"Chicago",15,"5.00","Inactive","WELCOME5",True,"0.0500","27.20",58,"79.71","3.70","2.9305","1.3743"
586,"2024-11-06","Wednesday",3,45,False,"Miami","South","US",143,"Martha Nunez",36,"New York",4,"4.10","Active","WELCOME5",True,"0.0500","36.90",62,"52.35","4.90","1.4187","0.8444"
587,"2024-11-21","Thursday",4,47,False,"Los Angeles","West","US",132,"Kaitlin Walton",27,"Los Angeles",6,"4.80","Active","WELCOME5",True,"0.0500","38.40",69,"76.37","3.50","1.9888","1.1068"
588,"2024-11-21","Thursday",4,47,False,"New York","Northeast","US",102,"Holly Sherman",39,"Los Angeles",19,"4.30","Active","DISCOUNT10",True,"0.1000","3.80",9,"5.79","4.20","1.5237","0.6433"
589,"2024-11-17","Sunday",7,46,True,"Chicago","Midwest","US",171,"Catherine Gonzalez",43,"Los Angeles",19,"4.50","Active","WELCOME5",True,"0.0500","1.30",2,"0.92","3.50","0.7077","0.4600"
590,"2024-11-13","Wednesday",3,46,False,"San Francisco","West","US",137,"Steven Alexander",47,"Los Angeles",20,"4.10","Active","WELCOME5",True,"0.0500","38.40",74,"40.72","4.90","1.0604","0.5503"
591,"2024-11-09","Saturday",6,45,True,"San Francisco","West","US",150,"Jordan Lee",60,"New York",13,"4.50","Inactive","NO_PROMO",False,"0.0000","19.40",47,"44.52","3.70","2.2948","0.9472"
592,"2024-11-11","Monday",1,46,False,"Miami","South","US",123,"David Newton",57,"New York",6,"5.00","Active","NO_PROMO",False,"0.0000","14.50",35,"24.44","3.50","1.6855","0.6983"
593,"2024-11-29","Friday",5,48,False,"Los Angeles","West","US",177,"Charles Guerrero",58,"San Francisco",9,"4.70","Active","DISCOUNT10",True,"0.1000","39.10",59,"35.90","3.70","0.9182","0.6085"
594,"2024-11-29","Friday",5,48,False,"Los Angeles","West","US",180,"Ray Clarke",51,"Los Angeles",15,"4.90","Inactive","SAVE20",True,"0.2000","23.50",55,"32.43","3.80","1.3800","0.5896"
595,"2024-11-19","Tuesday",2,47,False,"New York","Northeast","US",178,"Jeffery Williams",30,"Chicago",20,"4.60","Inactive","WELCOME5",True,"0.0500","35.10",79,"97.05","4.40","2.7650","1.2285"
596,"2024-11-27","Wednesday",3,48,False,"Chicago","Midwest","US",165,"Leonard Willis",29,"Los Angeles",3,"4.40","Active","SAVE20",True,"0.2000","8.00",18,"4.84","4.80","0.6050","0.2689"
597,"2024-11-24","Sunday",7,47,True,"Chicago","Midwest","US",170,"Erik Greene",37,"Chicago",20,"5.00","Inactive","SAVE20",True,"0.2000","19.50",44,"37.50","4.40","1.9231","0.8523"
598,"2024-11-25","Monday",1,48,False,"San Francisco","West","US",144,"Valerie Henry MD",47,"San Francisco",12,"4.80","Inactive","SAVE20",True,"0.2000","34.30",60,"61.90","3.70","1.8047","1.0317"
599,"2024-11-27","Wednesday",3,48,False,"Miami","South","US",109,"Maxwell Gallagher",35,"New York",15,"4.50","Inactive","DISCOUNT10",True,"0.1000","6.70",13,"13.36","3.90","1.9940","1.0277"
600,"2024-11-04","Monday",1,45,False,"Los Angeles","West","US",142,"Samuel Warren",58,"Chicago",20,"4.90","Active","DISCOUNT10",True,"0.1000","16.90",34,"36.18","3.90","2.1408","1.0641"
601,"2024-11-30","Saturday",6,48,True,"San Francisco","West","US",121,"David Moore",32,"San Francisco",9,"4.90","Inactive","DISCOUNT10",True,"0.1000","15.70",29,"12.93","4.40","0.8236","0.4459"
602,"2024-11-08","Friday",5,45,False,"Chicago","Midwest","US",195,"Kathleen Soto",31,"Chicago",9,"4.40","Active","NO_PROMO",False,"0.0000","11.70",23,"22.46","3.90","1.9197","0.9765"
603,"2024-11-11","Monday",1,46,False,"San Francisco","West","US",145,"Adam Noble",52,"San Francisco",11,"4.80","Active","DISCOUNT10",True,"0.1000","13.90",26,"7.01","4.50","0.5043","0.2696"
604,"2024-11-16","Saturday",6,46,True,"Miami","South","US",107,"James Jones",41,"Los Angeles",5,"5.00","Inactive","SAVE20",True,"0.2000","2.70",4,"7.95","4.90","2.9444","1.9875"
605,"2024-11-16","Saturday",6,46,True,"Miami","South","US",126,"Linda Gray",45,"Miami",2,"4.90","Active","DISCOUNT10",True,"0.1000","3.10",7,"7.15","4.00","2.3065","1.0214"
606,"2024-11-06","Wednesday",3,45,False,"Chicago","Midwest","US",109,"Maxwell Gallagher",35,"New York",15,"4.50","Inactive","DISCOUNT10",True,"0.1000","31.40",77,"91.42","4.30","2.9115","1.1873"
607,"2024-11-14","Thursday",4,46,False,"Miami","South","US",161,"Thomas Watson",54,"Los Angeles",9,"4.40","Active","WELCOME5",True,"0.0500","35.30",71,"40.63","4.20","1.1510","0.5723"
608,"2024-11-07","Thursday",4,45,False,"San Francisco","West","US",153,"Omar Dunn",40,"San Francisco",2,"4.60","Active","WELCOME5",True,"0.0500","37.70",64,"36.66","5.00","0.9724","0.5728"
609,"2024-11-25","Monday",1,48,False,"Los Angeles","West","US",107,"James Jones",41,"Los Angeles",5,"5.00","Inactive","DISCOUNT10",True,"0.1000","21.60",37,"62.44","4.10","2.8907","1.6876"
610,"2024-11-12","Tuesday",2,46,False,"Los Angeles","West","US",199,"Monica Copeland",37,"San Francisco",10,"4.10","Inactive","DISCOUNT10",True,"0.1000","16.70",27,"39.23","4.30","2.3491","1.4530"
611,"2024-11-24","Sunday",7,47,True,"Miami","South","US",133,"Adrienne Thompson",40,"Miami",7,"4.20","Inactive","SAVE20",True,"0.2000","2.10",5,"3.64","4.50","1.7333","0.7280"
612,"2024-11-16","Saturday",6,46,True,"Los Angeles","West","US",194,"Jill Patterson",53,"San Francisco",18,"4.80","Inactive","WELCOME5",True,"0.0500","1.30",2,"2.14","5.00","1.6462","1.0700"
613,"2024-11-25","Monday",1,48,False,"Chicago","Midwest","US",126,"Linda Gray",45,"Miami",2,"4.90","Active","SAVE20",True,"0.2000","16.90",26,"35.00","4.80","2.0710","1.3462"
614,"2024-11-22","Friday",5,47,False,"Chicago","Midwest","US",134,"Ashley Foster",59,"Los Angeles",12,"4.30","Inactive","SAVE20",True,"0.2000","22.60",51,"49.23","4.20","2.1783","0.9653"
615,"2024-11-08","Friday",5,45,False,"Miami","South","US",103,"Crystal Cook",57,"Chicago",9,"4.50","Inactive","NO_PROMO",False,"0.0000","6.50",14,"9.82","4.70","1.5108","0.7014"
616,"2024-11-04","Monday",1,45,False,"Chicago","Midwest","US",172,"William Richards",36,"Miami",1,"4.80","Inactive","WELCOME5",True,"0.0500","17.10",40,"46.93","4.50","2.7444","1.1733"
617,"2024-11-28","Thursday",4,48,False,"San Francisco","West","US",119,"April Rodriguez",44,"Chicago",4,"5.00","Active","WELCOME5",True,"0.0500","25.20",56,"58.82","3.90","2.3341","1.0504"
618,"2024-11-13","Wednesday",3,46,False,"Miami","South","US",103,"Crystal Cook",57,"Chicago",9,"4.50","Inactive","NO_PROMO",False,"0.0000","12.30",30,"32.93","4.90","2.6772","1.0977"
619,"2024-11-16","Saturday",6,46,True,"Chicago","Midwest","US",162,"Mrs. Shannon Ward",58,"New York",18,"5.00","Active","DISCOUNT10",True,"0.1000","11.00",17,"23.94","3.60","2.1764","1.4082"
620,"2024-11-30","Saturday",6,48,True,"New York","Northeast","US",185,"Diane Harmon",34,"Los Angeles",4,"4.80","Active","DISCOUNT10",True,"0.1000","1.10",2,"1.76","3.80","1.6000","0.8800"
621,"2024-11-22","Friday",5,47,False,"Chicago","Midwest","US",196,"Stephen Ryan",54,"Miami",9,"4.80","Inactive","WELCOME5",True,"0.0500","32.90",76,"84.79","4.20","2.5772","1.1157"
622,"2024-11-04","Monday",1,45,False,"New York","Northeast","US",199,"Monica Copeland",37,"San Francisco",10,"4.10","Inactive","SAVE20",True,"0.2000","33.50",51,"58.69","4.20","1.7519","1.1508"
623,"2024-11-17","Sunday",7,46,True,"New York","Northeast","US",196,"Stephen Ryan",54,"Miami",9,"4.80","Inactive","WELCOME5",True,"0.0500","41.70",71,"104.57","4.80","2.5077","1.4728"
624,"2024-11-15","Friday",5,46,False,"Miami","South","US",136,"Erik Simpson",29,"Chicago",16,"4.00","Inactive","DISCOUNT10",True,"0.1000","2.30",4,"3.34","4.70","1.4522","0.8350"
625,"2024-11-07","Thursday",4,45,False,"San Francisco","West","US",182,"Edward Gonzalez",58,"Miami",19,"5.00","Active","SAVE20",True,"0.2000","9.10",16,"22.33","3.50","2.4538","1.3956"
626,"2024-11-19","Tuesday",2,47,False,"Los Angeles","West","US",147,"Raymond Hill",38,"Chicago",16,"4.30","Inactive","SAVE20",True,"0.2000","48.40",77,"54.42","4.60","1.1244","0.7068"
627,"2024-11-28","Thursday",4,48,False,"Los Angeles","West","US",101,"William Black",56,"San Francisco",15,"4.80","Active","WELCOME5",True,"0.0500","22.30",37,"33.50","3.90","1.5022","0.9054"
628,"2024-11-19","Tuesday",2,47,False,"Los Angeles","West","US",168,"Andrew Dunn",25,"Los Angeles",19,"4.80","Active","SAVE20",True,"0.2000","25.70",56,"20.42","4.90","0.7946","0.3646"
629,"2024-11-13","Wednesday",3,46,False,"Los Angeles","West","US",167,"Glenn Schultz",33,"Los Angeles",17,"4.80","Active","SAVE20",True,"0.2000","17.50",38,"50.72","4.10","2.8983","1.3347"
630,"2024-11-23","Saturday",6,47,True,"Chicago","Midwest","US",128,"Chad Johnson",29,"Chicago",7,"4.40","Active","SAVE20",True,"0.2000","13.90",29,"11.72","4.50","0.8432","0.4041"
631,"2024-11-28","Thursday",4,48,False,"Chicago","Midwest","US",157,"Manuel Smith",31,"Los Angeles",16,"4.20","Inactive","NO_PROMO",False,"0.0000","15.50",32,"45.93","4.60","2.9632","1.4353"
632,"2024-11-05","Tuesday",2,45,False,"Los Angeles","West","US",186,"Christopher Franco",37,"New York",20,"4.80","Inactive","WELCOME5",True,"0.0500","45.20",80,"85.55","4.40","1.8927","1.0694"
633,"2024-11-03","Sunday",7,44,True,"Miami","South","US",175,"Erica Roberts",49,"Miami",20,"5.00","Inactive","NO_PROMO",False,"0.0000","37.00",72,"110.50","4.00","2.9865","1.5347"
634,"2024-11-11","Monday",1,46,False,"Los Angeles","West","US",188,"Molly Bell",47,"Los Angeles",17,"4.60","Active","NO_PROMO",False,"0.0000","16.30",29,"12.04","4.80","0.7387","0.4152"
635,"2024-11-11","Monday",1,46,False,"Miami","South","US",195,"Kathleen Soto",31,"Chicago",9,"4.40","Active","NO_PROMO",False,"0.0000","49.80",90,"32.05","3.60","0.6436","0.3561"
636,"2024-11-03","Sunday",7,44,True,"Miami","South","US",194,"Jill Patterson",53,"San Francisco",18,"4.80","Inactive","WELCOME5",True,"0.0500","6.20",10,"17.30","4.20","2.7903","1.7300"
637,"2024-11-18","Monday",1,47,False,"New York","Northeast","US",141,"Luis Compton",49,"New York",15,"4.60","Active","SAVE20",True,"0.2000","27.70",43,"75.27","4.60","2.7173","1.7505"
638,"2024-11-30","Saturday",6,48,True,"Miami","South","US",178,"Jeffery Williams",30,"Chicago",20,"4.60","Inactive","WELCOME5",True,"0.0500","9.90",23,"4.97","3.70","0.5020","0.2161"
